hsa-mir-21,hsa-mir-10b,hsa-mir-139,hsa-mir-429,hsa-mir-200a,hsa-mir-1247,hsa-mir-200c,hsa-mir-200b,hsa-mir-204,hsa-mir-145,hsa-mir-141,hsa-mir-671,hsa-mir-4677,hsa-mir-182,hsa-mir-6892,hsa-mir-483,hsa-mir-1307,hsa-mir-98,hsa-mir-769,hsa-mir-3613,hsa-mir-191,hsa-mir-148b,hsa-mir-340,hsa-let-7c,hsa-mir-1468,hsa-mir-181c,hsa-mir-125b-1,hsa-mir-96,hsa-mir-125b-2,hsa-mir-192,hsa-mir-493,hsa-mir-100,hsa-mir-342,hsa-mir-99a,hsa-mir-452,hsa-mir-331,hsa-mir-301a,hsa-mir-335,hsa-mir-32,hsa-mir-7-1,hsa-mir-365b,hsa-mir-365a,hsa-mir-143,hsa-mir-615,hsa-mir-3127,hsa-mir-190b,hsa-mir-195,hsa-mir-3677,hsa-mir-155,hsa-mir-196a-2,hsa-mir-196a-1,hsa-mir-330,hsa-mir-4326,hsa-mir-140,hsa-mir-377,hsa-mir-149,hsa-mir-891a,hsa-mir-495,hsa-mir-503,hsa-mir-103a-1,hsa-mir-103a-2,hsa-mir-5683,hsa-mir-19a,hsa-mir-183,hsa-mir-99b,hsa-mir-379,hsa-mir-337,hsa-let-7e,hsa-mir-151a,hsa-mir-454,hsa-mir-3074,hsa-mir-590,hsa-mir-126,hsa-mir-210,hsa-mir-33a,hsa-mir-205,hsa-mir-629,hsa-mir-193a,hsa-mir-93,hsa-mir-181d,hsa-mir-376c,hsa-mir-181b-1,hsa-mir-758,hsa-mir-551b,hsa-mir-320b-2,hsa-mir-3200,hsa-mir-142,hsa-mir-497,hsa-mir-432,hsa-mir-511,hsa-mir-940,hsa-mir-328,hsa-mir-181b-2,hsa-mir-423,hsa-mir-766,hsa-mir-28,hsa-mir-92b,hsa-mir-744,hsa-mir-326,hsa-mir-134,hsa-mir-501,hsa-mir-3614,hsa-mir-22,hsa-mir-675,hsa-mir-431,hsa-mir-887,hsa-mir-345,hsa-mir-4668,hsa-mir-6510,hsa-mir-130b,hsa-mir-370,hsa-mir-381,hsa-mir-767,hsa-mir-338,hsa-mir-1271,hsa-mir-135b,hsa-mir-1301,hsa-mir-500a,hsa-mir-17,hsa-mir-296,hsa-mir-628,hsa-mir-485,hsa-mir-187,hsa-mir-27a,hsa-mir-455,hsa-mir-655,hsa-mir-708,hsa-mir-4661,hsa-mir-378c,hsa-mir-574,hsa-mir-215,hsa-mir-33b,hsa-mir-218-1,hsa-mir-181a-1,hsa-mir-106b,hsa-mir-20a,hsa-mir-218-2,hsa-mir-320b-1,hsa-mir-376b,hsa-mir-369,hsa-mir-491,hsa-mir-29a,hsa-mir-411,hsa-mir-34a,hsa-mir-30e,hsa-mir-154,hsa-mir-539,hsa-mir-1266,hsa-mir-15a,hsa-mir-323a,hsa-mir-148a,hsa-mir-374b,hsa-let-7g,hsa-mir-29b-1,hsa-mir-487b,hsa-mir-654,hsa-mir-19b-1,hsa-mir-105-1,hsa-mir-105-2,hsa-mir-184,hsa-mir-214,hsa-mir-660,hsa-mir-130a,hsa-mir-299,hsa-mir-26a-1,hsa-mir-26a-2,hsa-mir-181a-2,hsa-mir-146a,hsa-mir-9-2,hsa-mir-584,hsa-mir-9-3,hsa-mir-1258,hsa-mir-3653,hsa-mir-9-1,hsa-mir-500b,hsa-mir-29b-2,hsa-mir-412,hsa-mir-382,hsa-mir-616,hsa-mir-496,hsa-mir-3607,hsa-mir-19b-2,hsa-mir-582,hsa-mir-324,hsa-mir-3065,hsa-let-7i,hsa-mir-128-2,hsa-mir-107,hsa-mir-203b,hsa-mir-128-1,hsa-mir-425,hsa-mir-1296,hsa-mir-127,hsa-mir-146b,hsa-mir-889,hsa-mir-193b,hsa-mir-542,hsa-mir-625,hsa-mir-339,hsa-mir-223,hsa-let-7d,hsa-mir-125a,hsa-mir-374a,hsa-mir-217,hsa-mir-409,hsa-mir-378a,hsa-mir-4728,hsa-mir-664b,hsa-mir-450b,hsa-mir-224,hsa-mir-410,hsa-let-7b,hsa-mir-15b,hsa-mir-1180,hsa-mir-106a,hsa-mir-375,hsa-mir-1306,hsa-mir-203a,hsa-mir-18a,hsa-mir-3615,hsa-mir-197,hsa-let-7f-2,hsa-mir-194-2,hsa-let-7f-1,hsa-mir-152,hsa-mir-190a,hsa-mir-1245a,hsa-mir-589,hsa-mir-1269b,hsa-mir-4772,hsa-mir-508,hsa-mir-451a,hsa-mir-484,hsa-mir-199a-1,hsa-mir-944,hsa-mir-144,hsa-mir-486-2,hsa-mir-194-1,hsa-mir-486-1,hsa-mir-199a-2,hsa-mir-1269a,hsa-mir-502,hsa-let-7a-2,hsa-mir-449a,hsa-mir-30c-1,hsa-mir-361,hsa-mir-132,hsa-mir-362,hsa-mir-4662a,hsa-mir-664a,hsa-mir-532,hsa-mir-30d,hsa-mir-577,hsa-mir-186,hsa-mir-135a-2,hsa-mir-34c,hsa-mir-199b,hsa-mir-153-2,hsa-mir-101-1,hsa-mir-101-2,hsa-mir-23a,hsa-mir-934,hsa-mir-874,hsa-mir-29c,hsa-mir-31,hsa-mir-135a-1,hsa-mir-3605,hsa-mir-20b,hsa-mir-935,hsa-mir-30a,hsa-mir-136,hsa-mir-27b,hsa-mir-133a-2,hsa-mir-133a-1,hsa-let-7a-1,hsa-let-7a-3,hsa-mir-576,hsa-mir-1-2,hsa-mir-1-1,hsa-mir-133b,hsa-mir-185,hsa-mir-206,hsa-mir-652,hsa-mir-30b,hsa-mir-92a-2,hsa-mir-30c-2,hsa-mir-2355,hsa-mir-450a-1,hsa-mir-92a-1,hsa-mir-450a-2,hsa-mir-23b,hsa-mir-942,hsa-mir-26b,hsa-mir-95,hsa-mir-363,hsa-mir-1287,hsa-mir-222,hsa-mir-16-1,hsa-mir-221,hsa-mir-212,hsa-mir-10a,hsa-mir-424,hsa-mir-320a,hsa-mir-505,hsa-mir-642a,hsa-mir-16-2,hsa-mir-25,hsa-mir-653,hsa-mir-24-2,hsa-mir-150,hsa-mir-196b,hsa-mir-24-1,hsa-mir-323b,hsa-mir-1976,hsa-mir-598,label
73875,540946,1427,72,341,323,8725,401,68,35889,1003,8,8,14640,20,128,1260,132,33,22,2865,318,52,38494,18,99,4790,4,5017,772,18,17246,508,6478,605,80,13,1397,40,96,3177,3188,312247,24,6,1,376,11,408,19,21,64,19,3631,23,320,25,61,11,26358,25840,150,22,3304,83634,3022,534,4553,3750,24,27,46,30763,153,24,32353,129,1917,4844,29,49,101,72,27,22,3,2047,268,32,102,5,328,113,423,20,13490,89,112,101,1348,72,3,221698,260,37,27,40,3,24,31,27,136,0,379,23,20,18,632,1483,40,87,21,6,6669,391,9,315,4,41,796,89,2,85,942,997,321,98,14,8,44,24,23637,37,370,59593,44,37,25,257,27,61483,460,2539,1514,38,138,199,0,0,1,128,47,378,9,4142,4053,1827,243,194,262,193,3,20,216,14,1746,19,73,4,5,156,186,213,133,14,1536,61,282,17,102,650,25,2794,1170,24,644,345,305,244,361,1899,5006,1299,30,120,2426,1,27,17,367,28,64825,957,12,62,2159,46,1299,47,5,1358,15601,208,15500,723,27,8,91,0,10,11,14207,329,8669,8,2075,3514,174,3594,14935,0,40,81675,0,3410,701,194,28,56,219,1005,14806,25,1355,3,26,20804,52,8029,8078,20286,4,115,7627,14,3,7,61,4,194681,88,3699,30,22,40482,41220,44,22,31,12,175,0,119,4430,9501,3545,78,17,10485,14,4303,13,4321,11,66,85,157,1124,276,23,76637,626,4518,208,13,1166,22994,24,2851,2153,1404,2851,5,13,45,normal
195721,516892,804,187,1553,289,25594,1677,108,33290,3921,23,24,50801,21,165,1395,213,70,32,4587,585,79,73508,44,219,9362,48,9562,12583,73,68105,1339,25654,169,135,39,939,83,132,1278,1277,384736,18,11,20,733,8,537,476,384,65,6,3298,66,258,1,283,122,38148,38066,243,70,11033,143946,15041,1900,6980,6685,34,36,61,30597,402,35,85341,239,1773,6810,52,183,290,308,6,42,13,3564,561,110,55,6,642,278,725,41,20698,151,183,170,6594,100,7,186375,611,124,46,72,12,48,60,201,509,0,617,33,45,31,980,2222,70,157,108,6,8058,1803,62,445,6,39,1027,68,17,223,1968,1522,496,224,26,74,206,32,29439,223,604,89762,193,215,26,366,110,172024,704,3664,1648,152,718,378,0,0,9,163,75,877,97,6172,6281,3839,396,5915,261,5899,13,37,5891,34,1706,15,512,5,24,482,418,382,213,128,2253,97,265,55,168,880,57,12605,3661,115,338,2882,881,186,503,2358,8982,2716,71,711,1583,5,30,261,123,127,151466,866,28,73,10674,63,7306,16,2,1793,25804,1226,25409,1470,23,11,100,0,14,25,6311,297,19194,15,1147,549,1123,586,33790,0,70,163682,2,5607,1238,1248,35,66,427,2159,25477,18,1946,56,101,47728,186,24382,24423,23399,6,202,10879,100,54,36,35,2,374129,541,5661,8,29,81327,82357,55,21,21,2,120,5,83,7067,14773,6089,91,124,16446,121,7614,9,6557,12,46,173,369,1113,554,94,68016,3977,5208,212,17,1217,21065,61,3093,2021,5553,3019,97,15,121,normal
129256,964351,1199,11,242,299,5777,321,45,10796,504,11,22,12362,11,14,2028,56,36,24,523,121,24,33466,47,68,2827,0,3075,550,8,72359,226,16249,498,27,8,925,11,32,987,985,214476,8,9,0,302,5,246,31,29,50,9,4432,8,191,12,22,10,33203,33525,49,41,2552,57593,3277,172,1562,4381,6,17,13,12217,54,8,7678,214,3175,4380,25,15,143,68,7,4,2,773,116,10,47,0,153,158,311,10,21597,80,47,35,974,67,2,242797,54,30,5,12,2,44,13,27,215,0,961,7,5,1,758,881,8,36,10,6,2733,110,11,141,10,37,233,88,3,66,1169,715,324,66,6,4,22,9,13060,21,443,59738,20,31,38,166,4,61677,117,833,572,7,36,93,0,0,4,45,39,273,17,2441,2383,2407,106,670,331,702,28,7,688,14,370,3,52,4,1,58,104,317,50,11,1556,58,159,26,80,130,15,1966,1179,13,232,481,606,153,404,804,2823,2016,36,43,4782,1,8,31,231,18,54112,133,15,18,6851,15,2591,5,1,623,5310,155,5308,479,22,13,106,0,3,8,1140,101,6758,6,642,711,120,696,11380,0,18,46194,0,1368,946,167,28,68,80,1310,19522,1,691,1,18,15545,18,18962,19299,12168,6,83,6519,5,1,4,21,7,242295,86,1885,13,9,23262,23137,22,14,10,0,103,2,83,1497,10479,1742,103,6,11417,12,2721,5,1094,2,6,98,73,215,178,10,176034,133,3198,96,18,231,23639,30,945,1967,220,896,3,13,31,normal
193021,929580,1016,149,1617,291,26647,1891,65,14939,3602,8,21,38400,12,50,500,120,51,15,1887,826,34,81261,68,327,3997,12,4332,1826,42,64851,715,26490,144,44,14,704,50,55,533,535,286760,9,24,14,1069,2,371,241,173,58,0,3608,42,221,2,92,41,29758,30269,206,101,7691,79430,7817,408,2738,6272,15,24,52,20389,364,41,15146,251,1955,5016,70,69,443,116,14,56,2,2676,257,48,29,1,187,392,446,14,23587,135,80,26,2991,58,2,122665,259,51,12,21,12,109,24,59,488,0,474,30,29,12,1026,1645,52,165,31,8,4283,625,22,178,12,100,331,46,5,69,2578,1369,610,93,18,5,68,22,22401,61,346,107232,72,114,21,229,40,208760,727,1804,728,59,225,370,0,0,6,95,54,701,39,7328,7300,5040,344,707,284,712,7,64,733,8,771,70,185,15,16,1046,310,507,59,42,1972,82,197,50,130,661,17,6334,2501,134,169,1247,830,65,386,1694,4523,1596,36,221,1644,7,14,99,52,56,249025,431,10,90,37297,12,8091,20,3,926,6957,250,7057,1427,22,7,164,0,11,31,3706,128,16815,21,830,545,243,542,32264,15,39,86667,0,7904,923,352,11,81,173,1404,32592,51,1236,33,59,47061,181,31370,31787,30032,15,82,6367,39,32,10,27,8,513214,439,3713,8,6,43542,43957,48,25,33,0,186,6,68,4053,13769,8229,86,17,15038,20,9422,13,3624,16,55,164,282,2240,436,14,115189,1195,4125,129,15,2147,29640,63,1869,2049,1273,2023,10,19,82,normal
109948,953132,1614,11,189,349,3379,150,32,29417,413,12,17,10494,21,43,3001,134,48,24,1636,322,86,54019,33,120,4151,8,4440,703,16,53744,350,20645,994,54,14,3369,29,66,2843,2842,336129,29,3,4,390,21,398,145,105,79,4,5350,25,252,30,50,4,44744,44686,676,20,2556,89880,6479,555,3671,5111,11,49,30,34273,261,18,10319,279,6255,6065,24,45,159,110,82,18,4,1438,199,45,139,7,255,169,407,16,21357,110,76,131,1839,126,10,520442,344,72,32,97,10,11,21,70,227,4,1148,21,6,16,1204,1235,39,161,16,31,6190,490,20,530,9,75,836,51,6,134,1432,952,326,95,16,21,49,37,26495,44,423,63879,57,85,41,260,16,79181,465,2023,1774,31,173,93,7,5,2,155,75,308,39,3494,3526,3308,140,325,420,301,10,31,314,23,2194,40,93,9,6,175,83,379,232,23,2292,74,351,6,154,712,37,5691,627,41,801,246,590,339,390,1677,4048,2739,113,124,7391,4,13,7,544,32,78896,304,54,80,5496,23,1226,12,9,1620,7500,130,7545,1387,17,12,195,0,7,2,5875,208,12692,4,1526,1626,133,1630,23103,0,46,68271,0,3051,1189,177,80,97,196,1548,20897,2,1114,0,24,32559,90,15351,15413,25755,3,115,15654,3,0,12,24,13,282081,147,4102,23,22,33950,34665,19,13,9,0,108,0,174,3429,10352,3251,260,6,10911,5,6270,6,3460,12,44,126,180,784,432,7,171807,118,5194,236,16,891,23054,43,2974,2827,1217,2827,3,10,38,normal
106264,669184,1639,40,346,364,6803,373,20,24866,620,14,11,23838,21,115,1856,138,39,15,1989,258,49,23715,21,77,3102,10,3206,793,4,34882,321,12715,818,69,10,890,20,70,3420,3415,388012,18,13,4,341,10,422,71,40,65,3,3653,12,457,31,103,10,30233,30644,171,20,5325,75372,3742,502,5142,4570,20,12,24,21976,149,21,22720,261,2639,6393,23,23,94,69,21,24,6,1596,190,41,109,13,290,83,423,19,15123,152,95,115,1652,117,5,312563,623,44,16,37,4,5,22,46,109,0,390,16,7,18,824,1269,43,96,26,18,4482,278,14,325,7,49,644,114,1,126,823,1220,256,122,14,6,38,25,18533,37,351,52113,25,23,23,225,9,48377,470,2223,1299,28,114,115,0,0,4,89,41,264,11,3419,3337,1928,200,71,401,79,17,52,84,14,834,3,60,5,7,200,107,231,122,27,1824,104,246,13,146,1756,46,3144,1607,27,440,211,453,256,1268,1277,3534,1079,67,112,3659,6,22,9,362,22,94147,714,17,82,6147,26,2614,25,3,1689,19967,166,19736,871,22,7,137,0,2,6,15335,383,6851,2,2275,5149,197,5372,12014,0,40,51852,0,2641,892,126,30,68,143,1387,17052,1,1635,2,16,16591,59,7873,7928,17190,1,109,7757,16,1,15,81,5,168912,47,3578,76,68,51713,52530,29,34,26,12,229,6,131,2808,9796,2711,136,7,10451,7,4713,29,3090,5,170,115,104,1092,272,16,99495,286,3804,181,8,1109,22407,76,2898,2558,1228,2772,6,29,30,normal
196320,1939577,2105,98,1289,672,26588,1383,169,48264,2271,32,16,46243,71,85,3587,138,74,19,1724,332,48,79413,114,484,9947,9,10256,1434,18,221440,664,47995,294,89,22,540,44,60,1465,1466,428604,24,30,4,565,13,736,190,150,177,8,11026,35,1383,21,56,6,69053,69631,228,41,9048,218457,8518,640,5080,8298,14,55,30,35582,268,21,48911,616,3562,18109,82,50,595,167,15,30,14,1630,414,69,168,4,533,555,676,31,55043,243,174,74,3262,156,8,540020,647,99,32,45,5,323,37,91,560,2,2599,26,18,22,2722,3750,48,54,38,88,9048,531,13,201,27,32,1311,28,4,265,5328,2388,1126,223,20,8,40,26,35560,55,877,145327,38,58,83,459,21,143004,404,1911,1317,42,336,247,0,1,6,167,132,725,56,6283,6264,9191,282,2703,1159,2699,124,26,2842,32,1694,74,152,13,9,185,213,846,190,63,3799,117,432,113,203,609,34,6998,1554,57,488,395,1332,296,876,2881,7963,3002,124,265,2298,13,29,11,162,58,173147,456,101,61,23891,37,10754,22,25,2146,13361,418,12969,1245,24,23,241,0,17,30,11284,220,19460,20,2308,4458,355,4382,33937,0,71,110611,1,3715,2284,528,75,206,241,4222,65833,7,1391,3,66,46051,50,45920,46619,53507,32,299,17020,41,2,12,73,21,633500,156,7041,64,86,55532,55879,45,52,51,18,188,8,131,5634,39863,4260,677,7,42952,5,11025,29,3333,12,52,344,420,674,1149,11,363074,186,14188,365,11,758,70186,50,2902,5579,912,2858,8,63,59,normal
71708,731437,1225,28,357,561,7464,391,99,20335,649,3,9,14329,10,40,765,88,34,12,1336,118,24,48610,27,103,2807,4,2885,374,13,43621,303,15819,682,45,6,751,22,51,3487,3487,416728,6,8,2,356,8,394,77,68,47,0,3431,17,169,14,68,6,24864,24760,65,10,3028,48772,4104,670,3489,3969,7,15,14,11731,36,3,16968,162,2530,2461,25,29,91,109,6,8,0,509,126,18,92,2,214,91,223,12,17547,119,94,140,1211,59,5,215981,125,23,8,13,3,12,16,23,155,0,322,12,10,5,570,657,40,57,21,5,4562,130,11,161,7,39,381,44,0,65,968,864,169,55,1,13,51,24,28206,21,209,60744,16,34,26,78,17,32229,216,1527,420,26,117,82,1,0,4,62,43,245,17,3355,3502,1939,246,454,196,448,6,9,440,7,935,7,71,0,6,76,77,213,43,35,1612,45,102,13,81,883,34,2540,549,61,283,567,443,109,467,886,2710,1598,46,80,2677,4,26,24,173,26,83373,258,11,14,5188,13,2710,2,1,922,15194,91,14903,582,9,7,85,0,3,5,821,143,4522,6,142,143,87,148,8128,4,34,81918,0,2018,801,142,15,59,156,941,14329,2,1018,0,22,11111,52,8237,8217,12475,3,63,9200,13,1,7,7,2,237185,49,3246,10,30,41113,41133,24,37,26,8,32,0,60,2967,6215,2283,184,14,6762,13,3572,4,2219,8,21,56,102,259,221,7,83383,400,2180,79,0,272,16256,14,2310,1760,425,2307,9,7,31,normal
52408,490921,1271,11,85,78,1922,76,70,41274,181,10,6,31462,9,40,2139,122,45,15,863,220,26,24881,26,85,1449,13,1532,1056,9,50494,215,5639,448,51,21,374,20,13,804,806,773303,5,13,1,113,14,166,42,37,51,14,10019,3,112,11,17,4,49587,49933,44,58,8773,115322,1630,132,2633,3495,31,26,13,12349,244,7,174,217,2287,11798,13,9,180,39,9,14,12,2438,69,16,56,2,146,166,245,14,19225,84,62,27,672,87,5,343021,203,37,13,19,0,1,21,19,60,2,4061,8,0,25,912,2326,5,32,6,44,3082,252,3,114,4,27,212,48,0,64,1123,1048,796,62,14,2,18,14,7805,14,209,46031,9,25,7,403,4,30413,154,1112,849,7,41,133,2,2,3,50,83,204,5,1741,1741,2616,97,1177,605,1164,9,14,1190,4,554,4,38,3,4,50,111,370,77,17,1984,101,382,8,130,402,22,1236,280,18,324,110,239,165,541,1091,2323,1256,645,63,2024,5,8,16,264,10,56542,383,14,100,1174,16,1174,28,4,744,7408,270,7337,675,32,10,105,0,3,14,16335,270,5074,2,5536,7176,249,7176,8935,48,23,50743,0,2260,823,95,31,80,89,1989,13651,37,884,0,10,12132,9,10958,11193,16554,6,57,5732,1,0,4,184,10,161887,30,5323,307,342,25339,25551,45,216,174,66,387,7,118,1228,13895,2382,128,3,15078,4,8948,30,1556,2,53,143,55,824,154,1,123909,21,4260,124,16,924,34423,36,1940,1014,407,1889,5,35,13,normal
52151,537645,702,36,298,376,5387,388,50,18316,547,10,5,8182,19,51,1073,34,29,12,829,101,17,19010,26,77,2481,9,2602,491,7,36140,230,10470,267,57,7,557,18,25,1008,1007,93468,8,7,2,187,4,275,34,12,37,0,2604,18,206,3,70,14,13226,13142,91,34,1919,64842,2330,486,786,2441,9,17,9,20125,208,19,20940,130,1585,2596,6,32,105,70,18,10,1,753,162,29,70,6,257,93,263,11,10663,78,81,110,1469,58,5,150595,281,55,21,39,5,36,23,50,79,0,343,10,1,8,630,749,37,52,32,12,3155,324,9,81,4,15,382,26,2,94,732,586,233,89,10,17,36,26,14732,17,424,36533,38,46,27,85,20,51143,188,705,867,22,127,165,0,0,1,85,45,402,12,3294,3245,1553,132,146,155,142,44,27,128,9,989,34,45,7,2,142,134,206,87,10,1419,27,72,29,59,470,23,2096,416,16,323,202,275,135,305,787,2711,549,28,108,1450,4,11,22,180,23,38197,79,15,12,3680,31,2196,4,1,1172,1815,55,1779,354,17,5,63,0,5,5,470,167,8749,1,80,132,56,101,15577,0,34,19877,0,2571,596,105,32,30,56,1138,18856,18,1048,2,20,21363,51,7462,7403,10842,6,92,5963,8,1,12,8,2,120188,108,2101,13,16,9854,10170,37,2,4,2,43,1,64,3138,6202,2906,118,8,6938,1,2350,2,2679,10,11,76,137,295,204,8,69065,114,2414,172,9,346,8538,21,1623,2034,472,1597,15,8,9,normal
139414,781710,1965,31,307,460,4540,281,73,38056,376,16,13,32663,38,259,2070,183,58,16,2738,366,75,45574,42,155,3775,18,3903,1060,21,50321,403,11573,1331,86,17,3494,36,83,4271,4273,541678,33,21,1,328,26,597,99,68,93,18,5913,31,335,95,162,18,40143,40223,119,20,7806,107527,5746,871,5970,6400,27,26,31,37743,218,23,12389,314,4692,8076,32,52,172,122,32,26,14,2747,246,81,268,9,360,153,472,33,20453,191,161,224,2979,198,4,507539,1145,80,24,64,4,13,42,79,141,0,843,15,7,24,1304,1572,42,123,36,17,6065,412,13,409,10,105,826,296,13,150,1447,1276,300,166,12,14,78,53,19451,35,595,69229,49,81,36,373,31,46732,512,2169,1524,48,234,144,0,0,2,76,79,393,19,3753,3680,3291,206,351,696,377,15,27,378,14,1752,59,159,9,18,152,150,357,146,17,2198,96,436,14,152,2422,48,5237,1606,43,907,517,578,268,1885,1856,4556,1716,89,256,6602,6,37,30,670,45,101849,938,27,110,5453,46,1822,32,4,2433,16425,282,16180,1172,48,8,142,0,15,3,20449,526,8301,4,3850,5909,266,5848,14219,2,43,91061,0,3397,1189,160,36,75,203,1741,25246,3,1985,1,31,20118,59,9097,9206,22539,2,174,8809,15,0,17,78,24,223793,109,5473,104,89,45845,45544,47,50,44,8,321,9,232,3472,12328,3710,219,31,13106,18,7454,36,4204,11,213,174,154,1343,311,10,105732,476,5864,220,16,1406,31499,71,4218,3180,1339,4065,25,21,47,normal
29945,856783,3194,14,160,322,2874,189,38,58345,441,17,12,5116,14,167,2359,132,58,32,3994,365,85,22852,46,64,6780,4,6949,1127,12,17839,447,7203,1045,97,17,4764,26,98,4975,4981,453623,20,8,2,425,8,304,70,47,35,10,4430,14,137,27,72,22,34456,34499,116,20,1231,105168,2523,311,5862,5430,11,48,53,49708,286,29,10859,181,6253,3890,18,44,186,49,41,22,3,1148,307,25,66,1,293,153,618,28,16050,77,153,107,1271,81,4,247836,782,20,21,77,2,11,28,27,169,0,555,30,4,22,700,1496,30,140,16,8,5084,587,8,362,8,125,1427,477,5,68,1188,1064,313,63,20,13,23,20,15432,36,262,66792,44,13,35,229,22,101129,504,3572,1562,36,95,276,0,0,0,105,44,362,25,4310,4394,2622,149,118,483,116,1,26,118,13,1099,9,58,24,2,188,287,281,123,30,1640,85,230,6,112,296,38,2102,477,16,1253,173,492,210,267,2320,7263,1506,36,117,12534,2,46,15,815,12,79100,691,4,100,1837,73,1290,15,5,2772,18859,234,18899,911,33,7,116,0,8,3,4780,267,10122,3,716,896,202,967,17401,0,33,56935,0,3570,1112,150,45,43,382,1161,17613,2,2062,3,24,24059,78,12896,12829,24997,0,174,6920,12,1,18,87,17,187985,79,3885,44,63,57098,56926,46,27,17,10,83,0,374,3160,9607,3949,120,14,10230,8,6574,8,4774,11,61,93,189,897,197,7,146649,599,5900,229,86,943,15816,47,2422,4118,2542,2386,3,7,50,normal
277437,491342,567,23,367,188,6389,373,29,11912,716,15,13,21721,17,36,1334,63,36,36,981,161,28,22813,18,96,2470,16,2625,226,68,41139,415,9630,319,35,16,347,37,41,592,597,119309,6,12,4,235,12,826,107,84,38,20,3207,15,126,10,74,23,27594,27479,565,69,5304,56381,4687,519,1170,2962,13,13,29,14787,243,26,12012,131,1212,4219,20,57,131,127,8,6,2,2883,147,50,72,8,169,133,347,12,13423,79,48,86,2348,130,5,230711,374,91,17,22,2,52,32,48,221,0,926,11,12,4,1148,1048,23,34,20,7,4068,340,14,208,12,6,320,25,1,100,1205,762,302,98,8,25,54,8,18327,33,431,45678,44,38,21,241,10,68213,237,925,459,18,133,154,0,2,1,135,81,484,16,2406,2318,2202,235,450,147,441,10,13,445,18,977,57,93,4,11,89,140,328,67,84,1877,37,96,18,92,508,31,4501,1755,52,238,696,459,136,574,728,2572,1384,39,175,1084,3,7,53,125,44,38231,117,9,20,22689,14,2069,12,0,600,3410,91,3408,671,10,18,81,0,8,8,566,157,11986,7,113,57,76,70,21270,0,24,27180,2,1812,702,109,18,29,80,1368,13286,4,787,0,14,28355,46,13308,13411,10422,9,77,8042,36,1,5,20,3,166933,164,2721,3,24,13611,13608,24,9,8,2,81,0,49,2711,7434,1958,175,22,8080,15,2156,4,1945,9,7,68,185,338,354,9,62842,302,2475,96,12,304,13105,22,1714,1546,386,1576,6,12,31,normal
32793,655427,2839,0,6,209,78,6,31,41707,14,15,18,9494,14,79,3245,218,52,58,2512,480,128,32205,26,44,3214,9,3364,1382,6,34972,244,8385,1361,78,28,5561,93,74,4316,4316,655924,24,6,1,290,16,238,18,20,54,5,3347,6,143,44,34,18,29938,29554,80,41,1732,118021,1826,312,4836,4851,14,40,39,47555,385,15,229,94,4881,6730,12,34,138,35,85,16,10,3263,226,15,112,11,500,110,398,26,11932,121,131,120,785,109,4,451749,408,25,24,56,4,0,25,22,60,0,1002,18,0,14,808,1798,23,304,8,0,6211,534,14,399,6,117,925,289,8,89,1004,1260,321,88,2,16,31,38,12688,18,105,80894,20,25,24,467,17,70023,516,3059,1868,14,108,215,0,0,0,95,65,177,9,3914,4097,2475,137,164,423,169,21,28,171,26,2334,1,34,11,5,104,239,341,139,12,1889,87,299,1,131,1101,40,1263,205,16,888,256,312,244,780,2070,4087,3970,16,67,8283,2,21,27,1170,14,56009,1290,18,109,58,43,221,59,9,1853,18549,248,18384,1332,73,10,139,0,7,3,29922,448,10163,7,5263,5291,228,5446,17905,2,32,75650,0,3525,926,128,65,65,182,1456,15239,1,1982,0,6,25343,99,13929,14013,21237,0,131,8671,0,0,13,142,5,244682,73,4927,199,234,38065,38276,72,114,136,32,296,66,265,3611,10960,3882,113,19,11411,13,5592,33,6041,17,198,155,108,1814,195,14,133193,511,4358,195,54,1912,27141,41,3613,2354,2273,3523,14,36,59,normal
241976,739203,526,105,1434,197,16834,1367,24,8597,2206,15,11,70860,18,86,1223,87,50,9,1283,396,33,70978,33,255,2493,18,2674,2384,36,73057,665,22208,102,41,12,298,32,37,350,350,266558,4,17,27,485,7,406,252,211,39,5,3364,38,131,3,97,79,30233,30386,61,31,14487,58018,10158,473,2508,6022,3,17,16,11592,408,11,9375,272,1409,5298,52,71,300,191,2,26,2,1998,175,74,31,4,140,274,286,9,22390,131,108,33,4189,80,2,168324,439,122,18,18,5,79,27,112,541,1,582,18,10,14,940,1122,16,79,33,10,3726,515,28,210,3,21,261,36,4,108,2139,1283,364,89,14,16,67,17,13689,42,277,84482,78,121,33,125,55,117922,411,1050,334,63,242,134,3,0,2,85,40,390,35,3352,3369,5133,220,3367,289,3449,9,18,3372,4,377,103,227,0,26,215,132,373,55,98,1711,82,175,55,131,766,22,8696,1821,180,122,2791,1099,93,228,931,2197,1581,41,320,754,1,10,185,18,155,190667,242,34,54,50153,13,7259,9,6,487,4859,462,4811,1035,11,10,123,4,10,8,844,73,13187,16,307,136,406,167,23971,0,32,67724,0,3575,685,340,28,68,97,1371,29767,7,779,118,44,34161,46,23064,23450,20629,5,82,4382,25,106,3,12,4,443401,299,3398,9,4,34258,34026,39,34,33,0,129,7,30,2781,9667,3756,131,42,10436,37,7783,3,1812,10,11,120,147,678,308,22,124041,1359,4713,89,8,653,23496,81,1534,1390,889,1481,24,13,46,normal
